,sample,Profile ID,profile_location,samp_method,date,lat,lon,d10,d16,d25,d30,d50,d60,d75,d84,d90,Mean Grain Size dm [mm],Geometrical mean dg [mm],Sorting Index 1 ds,Fredle - Index,Grain Size std,Geometric Standard Deviation,Skewness,Kurtosis,Coefficient of uniformity - Cu,Curvature coefficient - Cc,Carling and Reader (1982) [Porosity],Wu and Wang (2006) [Porosity],Wooster et al. (2008) [Porosity],Frings et al. (2011)  [Porosity],User input [Porosity],Carling and Reader (1982) [Estimated kf],Wu and Wang (2006) [Estimated kf],Wooster et al. (2008) [Estimated kf],Frings et al. (2011)  [Estimated kf],User input [Estimated kf],250,125,63,31.5,16,8,4,2,1,0.5,0.25,0.125,0.063,0.031,0.0039,6.00E-05,dp_position,H_m,depth,comment,slurp_rate1,slurp_rate2,slurp_rate3,slurp_rate4,slurp_rate_final,wl,wl_stick,z_bed,z_watersurface,lz,operator
10,A-2,A,2,FC,26.07.2022,8.148567336,48.90252071,2.270967742,5.591741935,9.236363636,11.00051948,18.97383721,24.0744186,32.13,44.96688,53.5248,24.66806575,15.85696026,2.835781844,5.591741935,23.71386196,2.157843119,3.132770813,20.97059771,10.60095137,2.213398523,0.218142718,0.243187143,0.231642857,0.217530508,,8.30E-05,0.000122774,0.000102942,8.22E-05,,100,100,96.64310954,74.55830389,44.16961131,21.4958775,12.36749117,9.628975265,8.716136631,7.714958775,4.711425206,1.67844523,0.795053004,0,0,0,4,0.53,0.37,,13.8,13,,,13.4,0.14,,,,0.51,Scolari
11,A-2,A,2,FC,26.07.2022,8.148567336,48.90252071,2.270967742,5.591741935,9.236363636,11.00051948,18.97383721,24.0744186,32.13,44.96688,53.5248,24.66806575,15.85696026,2.835781844,5.591741935,23.71386196,2.157843119,3.132770813,20.97059771,10.60095137,2.213398523,0.218142718,0.243187143,0.231642857,0.217530508,,8.30E-05,0.000122774,0.000102942,8.22E-05,,100,100,96.64310954,74.55830389,44.16961131,21.4958775,12.36749117,9.628975265,8.716136631,7.714958775,4.711425206,1.67844523,0.795053004,0,0,0,5,0.53,0.34,ship passed,7.92,7.57,,,7.745,0.14,,,,0.48,Scolari
12,A-2,A,2,FC,26.07.2022,8.148567336,48.90252071,2.270967742,5.591741935,9.236363636,11.00051948,18.97383721,24.0744186,32.13,44.96688,53.5248,24.66806575,15.85696026,2.835781844,5.591741935,23.71386196,2.157843119,3.132770813,20.97059771,10.60095137,2.213398523,0.218142718,0.243187143,0.231642857,0.217530508,,8.30E-05,0.000122774,0.000102942,8.22E-05,,100,100,96.64310954,74.55830389,44.16961131,21.4958775,12.36749117,9.628975265,8.716136631,7.714958775,4.711425206,1.67844523,0.795053004,0,0,0,7,0.53,0.28,,2.86,2.67,,,2.765,0.14,,,,0.42,Scolari
13,A-2,A,2,FC,26.07.2022,8.148567336,48.90252071,2.270967742,5.591741935,9.236363636,11.00051948,18.97383721,24.0744186,32.13,44.96688,53.5248,24.66806575,15.85696026,2.835781844,5.591741935,23.71386196,2.157843119,3.132770813,20.97059771,10.60095137,2.213398523,0.218142718,0.243187143,0.231642857,0.217530508,,8.30E-05,0.000122774,0.000102942,8.22E-05,,100,100,96.64310954,74.55830389,44.16961131,21.4958775,12.36749117,9.628975265,8.716136631,7.714958775,4.711425206,1.67844523,0.795053004,0,0,0,9,0.53,0.22,,1.99,1.97,,,1.98,0.14,,,,0.36,Scolari
14,A-2,A,2,FC,26.07.2022,8.148567336,48.90252071,2.270967742,5.591741935,9.236363636,11.00051948,18.97383721,24.0744186,32.13,44.96688,53.5248,24.66806575,15.85696026,2.835781844,5.591741935,23.71386196,2.157843119,3.132770813,20.97059771,10.60095137,2.213398523,0.218142718,0.243187143,0.231642857,0.217530508,,8.30E-05,0.000122774,0.000102942,8.22E-05,,100,100,96.64310954,74.55830389,44.16961131,21.4958775,12.36749117,9.628975265,8.716136631,7.714958775,4.711425206,1.67844523,0.795053004,0,0,0,11,0.53,0.16,,2.65,2.73,,,2.69,0.14,,,,0.3,Scolari
15,A-2,A,2,FC,26.07.2022,8.148567336,48.90252071,2.270967742,5.591741935,9.236363636,11.00051948,18.97383721,24.0744186,32.13,44.96688,53.5248,24.66806575,15.85696026,2.835781844,5.591741935,23.71386196,2.157843119,3.132770813,20.97059771,10.60095137,2.213398523,0.218142718,0.243187143,0.231642857,0.217530508,,8.30E-05,0.000122774,0.000102942,8.22E-05,,100,100,96.64310954,74.55830389,44.16961131,21.4958775,12.36749117,9.628975265,8.716136631,7.714958775,4.711425206,1.67844523,0.795053004,0,0,0,13,0.53,0.1,,2.24,1.91,,,2.075,0.14,,,,0.24,Scolari
16,A-2,A,2,FC,26.07.2022,8.148567336,48.90252071,2.270967742,5.591741935,9.236363636,11.00051948,18.97383721,24.0744186,32.13,44.96688,53.5248,24.66806575,15.85696026,2.835781844,5.591741935,23.71386196,2.157843119,3.132770813,20.97059771,10.60095137,2.213398523,0.218142718,0.243187143,0.231642857,0.217530508,,8.30E-05,0.000122774,0.000102942,8.22E-05,,100,100,96.64310954,74.55830389,44.16961131,21.4958775,12.36749117,9.628975265,8.716136631,7.714958775,4.711425206,1.67844523,0.795053004,0,0,0,15,0.53,0.04,,11.9,11.8,,,11.85,0.14,,,,0.18,Scolari
17,A-3,A,3,FC,27.07.2022,8.148525024,48.90253762,1.85,5.355636364,9.540106952,11.69197861,19.70892857,23.42154762,28.99047619,35.36926431,45.73079019,21.94235044,13.76317253,2.569848211,5.355636364,19.16838902,2.128457469,4.531920241,48.24451856,12.66029601,3.154922588,0.216143628,0.242287343,0.234774627,0.218786761,,6.03E-05,9.08E-05,8.10E-05,6.29E-05,,100,100,100,81.75944334,40.00994036,21.42147117,13.22067594,10.23856859,8.648111332,7.206759443,4.870775348,2.385685885,1.292246521,0,0,0,1,0.51,0.48,,0.549,0.598,,,0.5735,0.3,,,,0.78,Negreiros
18,A-3,A,3,FC,27.07.2022,8.148525024,48.90253762,1.85,5.355636364,9.540106952,11.69197861,19.70892857,23.42154762,28.99047619,35.36926431,45.73079019,21.94235044,13.76317253,2.569848211,5.355636364,19.16838902,2.128457469,4.531920241,48.24451856,12.66029601,3.154922588,0.216143628,0.242287343,0.234774627,0.218786761,,6.03E-05,9.08E-05,8.10E-05,6.29E-05,,100,100,100,81.75944334,40.00994036,21.42147117,13.22067594,10.23856859,8.648111332,7.206759443,4.870775348,2.385685885,1.292246521,0,0,0,3,0.51,0.42,,19.6,19.2,21.5,,19.4,0.3,,,,0.72,Negreiros
19,A-3,A,3,FC,27.07.2022,8.148525024,48.90253762,1.85,5.355636364,9.540106952,11.69197861,19.70892857,23.42154762,28.99047619,35.36926431,45.73079019,21.94235044,13.76317253,2.569848211,5.355636364,19.16838902,2.128457469,4.531920241,48.24451856,12.66029601,3.154922588,0.216143628,0.242287343,0.234774627,0.218786761,,6.03E-05,9.08E-05,8.10E-05,6.29E-05,,100,100,100,81.75944334,40.00994036,21.42147117,13.22067594,10.23856859,8.648111332,7.206759443,4.870775348,2.385685885,1.292246521,0,0,0,5,0.51,0.36,,4.82,5.5,,15,5.16,0.3,,,,0.66,Negreiros
20,A-3,A,3,FC,27.07.2022,8.148525024,48.90253762,1.85,5.355636364,9.540106952,11.69197861,19.70892857,23.42154762,28.99047619,35.36926431,45.73079019,21.94235044,13.76317253,2.569848211,5.355636364,19.16838902,2.128457469,4.531920241,48.24451856,12.66029601,3.154922588,0.216143628,0.242287343,0.234774627,0.218786761,,6.03E-05,9.08E-05,8.10E-05,6.29E-05,,100,100,100,81.75944334,40.00994036,21.42147117,13.22067594,10.23856859,8.648111332,7.206759443,4.870775348,2.385685885,1.292246521,0,0,0,7,0.51,0.3,"rep1 not a line, use rep3",26.3,21.9,27.2,,27.2,0.3,,,,0.6,Negreiros
21,A-3,A,3,FC,27.07.2022,8.148525024,48.90253762,1.85,5.355636364,9.540106952,11.69197861,19.70892857,23.42154762,28.99047619,35.36926431,45.73079019,21.94235044,13.76317253,2.569848211,5.355636364,19.16838902,2.128457469,4.531920241,48.24451856,12.66029601,3.154922588,0.216143628,0.242287343,0.234774627,0.218786761,,6.03E-05,9.08E-05,8.10E-05,6.29E-05,,100,100,100,81.75944334,40.00994036,21.42147117,13.22067594,10.23856859,8.648111332,7.206759443,4.870775348,2.385685885,1.292246521,0,0,0,9,0.51,0.24,,19.4,21.9,6.15,,20.65,0.3,,,,0.54,Negreiros
22,A-3,A,3,FC,27.07.2022,8.148525024,48.90253762,1.85,5.355636364,9.540106952,11.69197861,19.70892857,23.42154762,28.99047619,35.36926431,45.73079019,21.94235044,13.76317253,2.569848211,5.355636364,19.16838902,2.128457469,4.531920241,48.24451856,12.66029601,3.154922588,0.216143628,0.242287343,0.234774627,0.218786761,,6.03E-05,9.08E-05,8.10E-05,6.29E-05,,100,100,100,81.75944334,40.00994036,21.42147117,13.22067594,10.23856859,8.648111332,7.206759443,4.870775348,2.385685885,1.292246521,0,0,0,11,0.51,0.18,,30.8,30.6,25,,30.7,0.3,,,,0.48,Negreiros
23,A-3,A,3,FC,27.07.2022,8.148525024,48.90253762,1.85,5.355636364,9.540106952,11.69197861,19.70892857,23.42154762,28.99047619,35.36926431,45.73079019,21.94235044,13.76317253,2.569848211,5.355636364,19.16838902,2.128457469,4.531920241,48.24451856,12.66029601,3.154922588,0.216143628,0.242287343,0.234774627,0.218786761,,6.03E-05,9.08E-05,8.10E-05,6.29E-05,,100,100,100,81.75944334,40.00994036,21.42147117,13.22067594,10.23856859,8.648111332,7.206759443,4.870775348,2.385685885,1.292246521,0,0,0,13,0.51,0.12,,43.4,44.3,6.81,,43.85,0.3,,,,0.42,Negreiros
24,A-3,A,3,FC,27.07.2022,8.148525024,48.90253762,1.85,5.355636364,9.540106952,11.69197861,19.70892857,23.42154762,28.99047619,35.36926431,45.73079019,21.94235044,13.76317253,2.569848211,5.355636364,19.16838902,2.128457469,4.531920241,48.24451856,12.66029601,3.154922588,0.216143628,0.242287343,0.234774627,0.218786761,,6.03E-05,9.08E-05,8.10E-05,6.29E-05,,100,100,100,81.75944334,40.00994036,21.42147117,13.22067594,10.23856859,8.648111332,7.206759443,4.870775348,2.385685885,1.292246521,0,0,0,15,0.51,0.06,,43.8,40.9,,,42.35,0.3,,,,0.36,Negreiros
25,A-4,A,4,FC,27.07.2022,8.14848487,48.90255327,4.693953488,7.141953488,10.02003339,11.48447412,18.01520052,22.41254851,29.0085705,36.93226415,46.70766509,22.01975044,16.24095172,2.274020931,7.141953488,19.10363696,1.726982442,4.643457147,48.87046523,4.774770046,1.253695891,0.220895254,0.244426064,0.282054441,0.242023014,,0.000231771,0.000333872,0.000568208,0.000322069,,100,100,100,80.66575467,45.41723666,18.10305518,8.299133607,5.836753306,5.061559508,4.423164615,2.918376653,0.820793434,0.364797082,0,0,0,5,0.62,0.25,,15,37.5,38.1,,37.8,0.565,,,,0.815,Negreiros
26,A-4,A,4,FC,27.07.2022,8.14848487,48.90255327,4.693953488,7.141953488,10.02003339,11.48447412,18.01520052,22.41254851,29.0085705,36.93226415,46.70766509,22.01975044,16.24095172,2.274020931,7.141953488,19.10363696,1.726982442,4.643457147,48.87046523,4.774770046,1.253695891,0.220895254,0.244426064,0.282054441,0.242023014,,0.000231771,0.000333872,0.000568208,0.000322069,,100,100,100,80.66575467,45.41723666,18.10305518,8.299133607,5.836753306,5.061559508,4.423164615,2.918376653,0.820793434,0.364797082,0,0,0,7,0.62,0.19,,8.21,7.65,,,7.93,0.565,,,,0.755,Negreiros
27,A-4,A,4,FC,27.07.2022,8.14848487,48.90255327,4.693953488,7.141953488,10.02003339,11.48447412,18.01520052,22.41254851,29.0085705,36.93226415,46.70766509,22.01975044,16.24095172,2.274020931,7.141953488,19.10363696,1.726982442,4.643457147,48.87046523,4.774770046,1.253695891,0.220895254,0.244426064,0.282054441,0.242023014,,0.000231771,0.000333872,0.000568208,0.000322069,,100,100,100,80.66575467,45.41723666,18.10305518,8.299133607,5.836753306,5.061559508,4.423164615,2.918376653,0.820793434,0.364797082,0,0,0,9,0.62,0.13,,,0.707,,,0.707,0.565,,,,0.695,Negreiros
28,A-4,A,4,FC,27.07.2022,8.14848487,48.90255327,4.693953488,7.141953488,10.02003339,11.48447412,18.01520052,22.41254851,29.0085705,36.93226415,46.70766509,22.01975044,16.24095172,2.274020931,7.141953488,19.10363696,1.726982442,4.643457147,48.87046523,4.774770046,1.253695891,0.220895254,0.244426064,0.282054441,0.242023014,,0.000231771,0.000333872,0.000568208,0.000322069,,100,100,100,80.66575467,45.41723666,18.10305518,8.299133607,5.836753306,5.061559508,4.423164615,2.918376653,0.820793434,0.364797082,0,0,0,10,0.62,0.1,,41.6,37.3,,,39.45,0.565,,,,0.665,Negreiros
29,A-4,A,4,FC,27.07.2022,8.14848487,48.90255327,4.693953488,7.141953488,10.02003339,11.48447412,18.01520052,22.41254851,29.0085705,36.93226415,46.70766509,22.01975044,16.24095172,2.274020931,7.141953488,19.10363696,1.726982442,4.643457147,48.87046523,4.774770046,1.253695891,0.220895254,0.244426064,0.282054441,0.242023014,,0.000231771,0.000333872,0.000568208,0.000322069,,100,100,100,80.66575467,45.41723666,18.10305518,8.299133607,5.836753306,5.061559508,4.423164615,2.918376653,0.820793434,0.364797082,0,0,0,3,0.62,0.31,,51.4,,,,51.4,0.565,,,,0.875,Negreiros
30,A-4,A,4,FC,27.07.2022,8.14848487,48.90255327,4.693953488,7.141953488,10.02003339,11.48447412,18.01520052,22.41254851,29.0085705,36.93226415,46.70766509,22.01975044,16.24095172,2.274020931,7.141953488,19.10363696,1.726982442,4.643457147,48.87046523,4.774770046,1.253695891,0.220895254,0.244426064,0.282054441,0.242023014,,0.000231771,0.000333872,0.000568208,0.000322069,,100,100,100,80.66575467,45.41723666,18.10305518,8.299133607,5.836753306,5.061559508,4.423164615,2.918376653,0.820793434,0.364797082,0,0,0,11,0.62,0.07,,,51.9,45.6,,48.75,0.565,,,,0.635,Negreiros
31,A-4,A,4,FC,27.07.2022,8.14848487,48.90255327,4.693953488,7.141953488,10.02003339,11.48447412,18.01520052,22.41254851,29.0085705,36.93226415,46.70766509,22.01975044,16.24095172,2.274020931,7.141953488,19.10363696,1.726982442,4.643457147,48.87046523,4.774770046,1.253695891,0.220895254,0.244426064,0.282054441,0.242023014,,0.000231771,0.000333872,0.000568208,0.000322069,,100,100,100,80.66575467,45.41723666,18.10305518,8.299133607,5.836753306,5.061559508,4.423164615,2.918376653,0.820793434,0.364797082,0,0,0,13,0.62,0.01,,,44.7,,,44.7,0.565,,,,0.575,Negreiros
32,B-1,B,1,FC,25.07.2022,8.148737821,48.90269789,0.225141509,0.359283276,3.49137931,5.894076655,14.04013378,18.56346154,26.04767628,30.53820513,40.61568396,17.65990608,3.312380775,9.219412624,0.359283276,19.49187485,2.794397786,4.666669757,48.71299281,82.45241664,8.312219891,0.234557423,0.250575298,0.173173034,0.194332427,,2.36E-05,3.00E-05,8.12E-06,1.21E-05,,100,100,100,85.92764686,54.86226352,35.01493528,25.4895453,23.5645536,22.96714238,21.47361434,11.74908729,2.953866578,1.228011948,0,0,0,1,0.2,0.79,,17.6,16.6,,,17.1,-0.194,-0.33,110.2953333,110.1013333,0.596,
33,B-1,B,1,FC,25.07.2022,8.148737821,48.90269789,0.225141509,0.359283276,3.49137931,5.894076655,14.04013378,18.56346154,26.04767628,30.53820513,40.61568396,17.65990608,3.312380775,9.219412624,0.359283276,19.49187485,2.794397786,4.666669757,48.71299281,82.45241664,8.312219891,0.234557423,0.250575298,0.173173034,0.194332427,,2.36E-05,3.00E-05,8.12E-06,1.21E-05,,100,100,100,85.92764686,54.86226352,35.01493528,25.4895453,23.5645536,22.96714238,21.47361434,11.74908729,2.953866578,1.228011948,0,0,0,3,0.2,0.73,,3.44,4.97,,,4.205,-0.194,-0.33,110.2953333,110.1013333,0.536,
34,B-1,B,1,FC,25.07.2022,8.148737821,48.90269789,0.225141509,0.359283276,3.49137931,5.894076655,14.04013378,18.56346154,26.04767628,30.53820513,40.61568396,17.65990608,3.312380775,9.219412624,0.359283276,19.49187485,2.794397786,4.666669757,48.71299281,82.45241664,8.312219891,0.234557423,0.250575298,0.173173034,0.194332427,,2.36E-05,3.00E-05,8.12E-06,1.21E-05,,100,100,100,85.92764686,54.86226352,35.01493528,25.4895453,23.5645536,22.96714238,21.47361434,11.74908729,2.953866578,1.228011948,0,0,0,4,0.2,0.7,,0.616,,,,0.616,-0.194,-0.33,110.2953333,110.1013333,0.506,
35,B-1,B,1,FC,25.07.2022,8.148737821,48.90269789,0.225141509,0.359283276,3.49137931,5.894076655,14.04013378,18.56346154,26.04767628,30.53820513,40.61568396,17.65990608,3.312380775,9.219412624,0.359283276,19.49187485,2.794397786,4.666669757,48.71299281,82.45241664,8.312219891,0.234557423,0.250575298,0.173173034,0.194332427,,2.36E-05,3.00E-05,8.12E-06,1.21E-05,,100,100,100,85.92764686,54.86226352,35.01493528,25.4895453,23.5645536,22.96714238,21.47361434,11.74908729,2.953866578,1.228011948,0,0,0,5,0.2,0.67,,0.928,,,,0.928,-0.194,-0.33,110.2953333,110.1013333,0.476,
36,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,1,0.47,0.52,,2.89,2.87,,,2.88,0.06,,,,0.58,
37,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,3,0.47,0.46,,4.11,4,,,4.055,0.06,,,,0.52,
38,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,5,0.47,0.4,,4.69,4.8,,,4.745,0.06,,,,0.46,
39,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,7,0.47,0.34,,6.45,6.38,,,6.415,0.06,,,,0.4,
40,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,9,0.47,0.28,,5.18,4.94,,,5.06,0.06,,,,0.34,
41,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,11,0.47,0.22,,4.57,4.36,,,4.465,0.06,,,,0.28,
42,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,13,0.47,0.16,,16.6,16.4,17.3,,16.5,0.06,,,,0.22,
43,B-2,B,2,FC,27.07.2022,8.148716353,48.90270238,0.317647059,0.984782609,5.963768116,8,13.89252949,17.38238573,24.66583055,29.03589744,34.16775244,17.24909676,5.347340163,5.429970144,0.984782609,18.36883863,2.472277681,5.515060121,62.68074182,54.72232545,11.59112935,0.235152572,0.250843164,0.200637577,0.205927822,,4.12E-05,5.21E-05,2.34E-05,2.57E-05,,100,100,100,89.0747331,57.15302491,30,20.17793594,20.07117438,16.04982206,14.41281139,8.362989324,2.526690391,0.996441281,0,0,0,15,0.47,0.1,,36.6,42.6,,,39.6,0.06,,,,0.16,
44,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,1,0.53,0.46,,1.97,1.49,1.36,,1.606666667,0.295,,,,0.755,
45,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,3,0.53,0.4,,8.95,,,,8.95,0.295,,,,0.695,
46,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,5,0.53,0.34,,2.65,1.03,,,1.84,0.295,,,,0.635,
47,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,7,0.53,0.28,,5.32,4.75,,,5.035,0.295,,,,0.575,
48,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,9,0.53,0.22,,6.69,5.11,,,5.9,0.295,,,,0.515,
49,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,10,0.53,0.19,,2,,,,2,0.295,,,,0.485,
50,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,12,0.53,0.13,,15,13.4,,,14.2,0.295,,,,0.425,
51,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,13,0.53,0.1,,44,44.7,,,44.35,0.295,,,,0.395,
52,B-3,B,3,FC,27.07.2022,8.148694988,48.90270829,0.6075,5.048549618,8.538461538,10.06153846,16.2252422,20.68503767,27.37473089,31.38854682,43.00011876,20.08436257,12.58835319,2.493459339,5.048549618,18.94156777,2.235189556,4.874959792,52.47901426,34.04944473,8.05612479,0.226543285,0.246968226,0.223597924,0.215372243,,5.48E-05,7.49E-05,5.23E-05,4.57E-05,,100,100,100,84.24990647,49.49494949,23.23232323,13.43060232,11.26075571,10.58735503,9.839132061,6.771417883,2.469135802,1.122334456,0,0,0,15,0.53,0.04,,,44.8,,,44.8,0.295,,,,0.335,
